CustomerID,Gender,Age,MaritalStatus,TenureMonths,Region,CreditCardType,AccountBalance,CreditLimit,TransactionsLast6Months,AvgTransactionValue,LatePayments,CustomerServiceCalls,OnlineBankingUsagePercent,OffersRedeemed,SatisfactionScore,Churn,ChurnReason,CustomerLifetimeValue,RiskSegment
CUST02631,Male,59,Married,28,Hyderabad,Gold,293695,554461,20,10992,2,0,62,4,2,Yes,Better Offers Elsewhere,307776,Medium
CUST02632,Male,33,Single,76,Ahmedabad,Gold,49232,82190,28,3845,2,1,36,5,2,Yes,Better Offers Elsewhere,292220,Medium
CUST02633,Male,39,Married,33,Tier-2 Cities,Silver,37600,65254,24,3165,3,1,50,3,1,No,nan,104445,High
CUST02634,Female,49,Married,53,Delhi,Silver,373924,664211,37,25307,0,1,67,2,4,Yes,Technical Issues,1341271,Medium
CUST02635,Female,31,Married,16,Mumbai,Gold,660929,1288819,43,44052,3,2,92,8,4,Yes,Technical Issues,704832,Medium
CUST02636,Female,27,Married,26,Kolkata,Gold,85567,160011,24,12866,4,1,77,4,2,Yes,Low Satisfaction,334516,Medium
CUST02637,Male,40,Married,12,Rural Areas,Platinum,81486,158231,8,9825,2,1,62,6,5,Yes,Better Offers Elsewhere,117900,Medium
CUST02638,Female,20,Divorced,87,Bengaluru,Gold,559968,825753,38,5940,4,1,36,6,5,No,nan,516780,Medium
CUST02639,Female,35,Single,113,Hyderabad,Platinum,42349,58097,43,28722,1,0,96,6,5,No,nan,3245586,Low
CUST02640,Female,40,Single,90,Mumbai,Gold,388967,530049,25,27451,2,0,30,7,2,Yes,Better Offers Elsewhere,2470590,Medium
CUST02641,Male,35,Married,105,Chennai,Silver,69632,131342,36,40378,2,1,77,2,5,No,nan,4239690,Low
CUST02642,Female,22,Married,77,Hyderabad,Silver,40778,76029,15,20764,2,0,24,0,3,Yes,Poor Service,1598828,Medium
CUST02643,Male,53,Married,87,Delhi,Gold,91009,156565,36,19621,2,1,72,3,2,No,nan,1707027,Medium
CUST02644,Male,39,Single,31,Ahmedabad,Gold,257405,321847,11,19315,3,0,24,0,4,No,nan,598765,Medium
CUST02645,Male,52,Married,100,Chennai,Silver,47567,69183,23,44763,1,2,45,3,1,Yes,Low Satisfaction,4476300,Medium
CUST02646,Male,35,Single,27,Delhi,Silver,393252,702883,25,30811,1,0,88,1,3,Yes,Better Offers Elsewhere,831897,Medium
CUST02647,Female,29,Married,36,Mumbai,Platinum,49700,69523,19,42897,4,0,29,7,1,Yes,Better Offers Elsewhere,1544292,High
CUST02648,Male,40,Single,59,Ahmedabad,Gold,182934,310850,8,20249,0,3,19,5,3,No,nan,1194691,Medium
CUST02649,Male,35,Married,111,Rural Areas,Silver,157674,257669,22,29718,3,2,22,4,2,No,nan,3298698,Medium
CUST02650,Female,26,Married,106,Mumbai,Silver,558234,787186,38,16033,4,0,0,1,4,No,nan,1699498,Medium
CUST02651,Female,52,Single,87,Pune,Silver,448882,874184,28,44633,4,1,14,9,3,Yes,High Fees,3883071,Medium
CUST02652,Male,31,Single,102,Pune,Silver,48092,67588,30,45367,1,1,20,2,2,Yes,High Fees,4627434,Medium
CUST02653,Female,19,Married,3,Hyderabad,Silver,60262,115451,18,1816,3,3,29,8,4,Yes,Poor Service,5448,High
CUST02654,Male,51,Married,94,Ahmedabad,Silver,590532,964188,19,38472,2,1,10,4,1,No,nan,3616368,Medium
CUST02655,Male,32,Single,32,Rural Areas,Gold,122354,155813,22,21888,2,1,89,1,3,Yes,Low Satisfaction,700416,Medium
CUST02656,Male,31,Single,15,Mumbai,Silver,159085,296995,42,14012,3,2,51,0,2,Yes,High Fees,210180,High
CUST02657,Male,20,Single,102,Mumbai,Platinum,32529,59630,26,1184,1,1,29,4,3,Yes,High Fees,120768,Medium
CUST02658,Female,55,Divorced,75,Mumbai,Platinum,1036214,1932310,29,27664,5,0,8,2,5,No,nan,2074800,Medium
CUST02659,Male,25,Single,66,Hyderabad,Silver,949025,1623325,20,39708,1,1,68,4,3,No,nan,2620728,Medium
CUST02660,Female,38,Single,90,Pune,Gold,28600,50601,43,12235,6,0,46,7,4,No,nan,1101150,Medium
CUST02661,Female,47,Married,63,Rural Areas,Silver,200744,386561,34,36355,2,0,33,3,5,No,nan,2290365,Medium
CUST02662,Female,42,Married,98,Tier-2 Cities,Platinum,724690,943661,48,43135,0,2,32,5,4,Yes,Better Offers Elsewhere,4227230,Medium
CUST02663,Female,37,Single,1,Rural Areas,Silver,138931,175946,6,39046,3,0,97,7,1,Yes,Technical Issues,39046,High
CUST02664,Male,20,Divorced,75,Kolkata,Gold,115844,150604,21,49297,4,2,64,2,5,No,nan,3697275,Medium
CUST02665,Female,29,Married,5,Mumbai,Gold,131843,249981,9,8579,3,2,50,9,5,Yes,Technical Issues,42895,High
CUST02666,Male,39,Married,90,Tier-2 Cities,Silver,50187,82825,22,22912,3,0,78,7,4,No,nan,2062080,Medium
CUST02667,Female,30,Single,6,Kolkata,Silver,554049,742897,14,36362,3,1,30,0,2,Yes,Low Satisfaction,218172,High
CUST02668,Female,40,Married,99,Hyderabad,Gold,153702,201867,29,19691,3,1,55,9,3,Yes,Poor Service,1949409,Medium
CUST02669,Male,44,Single,116,Tier-2 Cities,Gold,185190,288218,33,15321,0,2,75,3,1,Yes,High Fees,1777236,Medium
CUST02670,Male,47,Single,5,Delhi,Silver,35361,65509,12,8082,1,0,70,5,1,Yes,Low Satisfaction,40410,High
CUST02671,Male,25,Single,116,Bengaluru,Gold,674748,1244330,3,9512,3,0,44,3,2,Yes,Low Satisfaction,1103392,Medium
CUST02672,Female,59,Married,73,Pune,Silver,444307,835742,17,34155,3,1,32,6,4,No,nan,2493315,Medium
CUST02673,Female,45,Married,28,Bengaluru,Gold,157873,286564,22,45188,0,0,95,3,1,No,nan,1265264,Medium
CUST02674,Male,37,Married,83,Delhi,Silver,1114218,1391987,32,39283,2,1,50,5,3,No,nan,3260489,Medium
CUST02675,Male,48,Single,69,Pune,Platinum,39636,70398,33,15030,2,4,4,9,2,No,nan,1037070,Medium
CUST02676,Male,61,Married,87,Ahmedabad,Silver,649699,1049373,33,20877,0,2,37,3,5,No,nan,1816299,Medium
CUST02677,Male,23,Married,108,Tier-2 Cities,Silver,330921,589413,35,45721,4,0,4,5,3,No,nan,4937868,Medium
CUST02678,Female,35,Single,44,Delhi,Silver,79150,125644,34,22153,3,1,55,7,4,No,nan,974732,Medium
CUST02679,Male,18,Married,16,Delhi,Silver,68530,108745,16,40776,3,2,80,1,4,No,nan,652416,Medium
CUST02680,Male,39,Single,71,Pune,Gold,166919,217146,27,20880,1,1,70,4,2,Yes,Better Offers Elsewhere,1482480,Medium
CUST02681,Male,41,Married,78,Chennai,Silver,676948,1302569,13,1056,2,2,88,6,5,No,nan,82368,Medium
CUST02682,Male,37,Single,22,Kolkata,Platinum,533848,800610,33,27290,1,1,24,4,5,Yes,Poor Service,600380,Medium
CUST02683,Female,31,Married,73,Mumbai,Silver,351653,585818,47,9400,1,2,66,6,2,No,nan,686200,Medium
CUST02684,Male,18,Divorced,111,Hyderabad,Silver,46061,62906,10,33985,4,2,51,2,2,Yes,Low Satisfaction,3772335,Medium
CUST02685,Female,41,Divorced,23,Rural Areas,Silver,650342,972333,12,36933,0,0,35,3,2,Yes,Poor Service,849459,Medium
CUST02686,Male,52,Single,43,Ahmedabad,Silver,141413,268184,32,14391,3,0,91,4,5,No,nan,618813,Medium
CUST02687,Male,32,Married,68,Mumbai,Silver,342942,469034,1,43604,2,1,22,2,4,No,nan,2965072,Medium
CUST02688,Female,42,Single,43,Delhi,Silver,474339,647417,33,15514,3,1,7,5,4,Yes,High Fees,667102,Medium
CUST02689,Male,22,Married,26,Pune,Silver,44079,62080,28,7047,3,0,30,9,3,No,nan,183222,Medium
CUST02690,Female,42,Married,41,Delhi,Silver,142311,236197,36,38464,2,1,62,6,4,Yes,High Fees,1577024,Medium
CUST02691,Female,34,Single,70,Tier-2 Cities,Gold,37664,60885,3,30432,3,2,20,5,2,Yes,Low Satisfaction,2130240,Medium
CUST02692,Male,30,Single,31,Hyderabad,Gold,39554,53012,11,45239,0,2,98,5,3,No,nan,1402409,Medium
CUST02693,Female,30,Divorced,17,Kolkata,Silver,341940,599617,25,20763,2,3,49,4,1,Yes,High Fees,352971,High
CUST02694,Female,34,Married,9,Pune,Silver,43929,84608,27,19820,1,0,28,5,5,No,nan,178380,Medium
CUST02695,Female,41,Single,91,Rural Areas,Platinum,137326,186634,2,48484,2,0,59,5,3,Yes,Technical Issues,4412044,Medium
CUST02696,Female,24,Single,55,Ahmedabad,Gold,27489,47785,19,43874,1,1,66,9,1,Yes,Poor Service,2413070,Medium
CUST02697,Female,34,Single,6,Tier-2 Cities,Gold,166816,278433,9,39959,1,0,43,7,2,Yes,Poor Service,239754,High
CUST02698,Female,37,Married,70,Hyderabad,Silver,53532,78325,17,7545,1,0,88,0,4,No,nan,528150,Medium
CUST02699,Female,27,Divorced,64,Kolkata,Gold,297222,503572,26,43755,4,3,1,1,4,Yes,High Fees,2800320,Medium
CUST02700,Female,55,Married,4,Pune,Gold,42224,57759,30,1737,1,1,97,5,3,Yes,Better Offers Elsewhere,6948,High
CUST02701,Male,29,Married,116,Delhi,Gold,383716,716460,26,43577,2,1,14,5,1,No,nan,5054932,Medium
CUST02702,Male,31,Married,107,Ahmedabad,Platinum,267367,325591,41,39740,3,2,38,6,4,No,nan,4252180,Medium
CUST02703,Female,28,Married,67,Chennai,Silver,107134,177162,0,36826,0,0,39,0,2,No,nan,2467342,Medium
CUST02704,Male,55,Single,88,Mumbai,Silver,455292,662460,5,5793,1,1,46,5,1,No,nan,509784,Medium
CUST02705,Female,43,Divorced,56,Bengaluru,Gold,37442,71330,10,25774,1,1,75,7,1,Yes,Technical Issues,1443344,Medium
CUST02706,Female,28,Single,18,Tier-2 Cities,Platinum,31578,50508,33,19737,0,1,51,2,4,No,nan,355266,Medium
CUST02707,Male,49,Single,32,Chennai,Silver,62310,114774,38,28884,1,3,87,3,3,Yes,Better Offers Elsewhere,924288,Medium
CUST02708,Female,40,Divorced,112,Rural Areas,Silver,155879,302258,19,31493,4,2,5,0,3,No,nan,3527216,Medium
CUST02709,Female,40,Single,85,Rural Areas,Silver,640181,939452,20,13311,2,0,69,2,3,No,nan,1131435,Medium
CUST02710,Female,34,Married,48,Bengaluru,Silver,57482,109461,20,18729,2,2,47,6,4,No,nan,898992,Medium
CUST02711,Female,30,Divorced,29,Chennai,Gold,366019,651888,17,39630,2,0,57,8,5,Yes,Poor Service,1149270,Medium
CUST02712,Male,41,Married,32,Bengaluru,Gold,308880,397386,20,13811,2,1,100,1,2,Yes,High Fees,441952,Medium
CUST02713,Female,32,Single,25,Bengaluru,Silver,47969,61550,18,23540,1,1,89,5,2,No,nan,588500,Medium
CUST02714,Female,56,Single,76,Delhi,Silver,622537,1154106,3,3682,2,2,2,6,3,Yes,Poor Service,279832,Medium
CUST02715,Female,25,Single,110,Hyderabad,Silver,554716,873485,12,47566,0,0,95,1,3,No,nan,5232260,Medium
CUST02716,Male,53,Married,63,Rural Areas,Silver,1061918,1694948,17,6260,2,0,45,7,2,Yes,Better Offers Elsewhere,394380,Medium
CUST02717,Female,36,Married,9,Hyderabad,Gold,69931,133777,28,7760,2,1,17,1,4,Yes,Better Offers Elsewhere,69840,High
CUST02718,Male,40,Married,71,Rural Areas,Platinum,48821,93884,24,33718,4,0,55,9,1,Yes,Poor Service,2393978,Medium
CUST02719,Male,46,Married,14,Chennai,Platinum,50914,65687,12,46975,2,0,91,4,2,No,nan,657650,High
CUST02720,Female,31,Married,20,Ahmedabad,Silver,177707,266368,26,2415,2,0,32,9,2,Yes,Low Satisfaction,48300,Medium
CUST02721,Female,46,Married,84,Hyderabad,Platinum,74236,142249,18,9615,3,2,16,9,1,Yes,Technical Issues,807660,Medium
CUST02722,Male,18,Married,10,Ahmedabad,Gold,66256,122963,48,7576,6,1,31,5,1,Yes,Better Offers Elsewhere,75760,High
CUST02723,Female,30,Single,11,Hyderabad,Gold,419742,745800,0,15314,2,3,75,0,5,Yes,Poor Service,168454,Medium
CUST02724,Male,28,Married,39,Tier-2 Cities,Silver,44999,57669,37,33583,1,1,100,6,2,No,nan,1309737,Medium
CUST02725,Male,25,Married,19,Bengaluru,Silver,77807,132035,18,5293,3,0,84,5,1,No,nan,100567,High
CUST02726,Female,35,Single,19,Bengaluru,Silver,653502,1088395,0,1762,3,1,1,3,2,No,nan,33478,High
CUST02727,Female,41,Single,117,Delhi,Silver,46509,62030,39,9819,2,2,25,1,1,No,nan,1148823,Medium
CUST02728,Male,45,Single,43,Rural Areas,Silver,51795,94219,16,13694,1,0,38,5,3,Yes,High Fees,588842,Medium
CUST02729,Male,40,Married,61,Hyderabad,Silver,50478,73171,20,19809,4,0,62,8,3,No,nan,1208349,Medium
CUST02730,Male,31,Single,70,Pune,Silver,141710,240411,21,29260,1,3,16,7,3,No,nan,2048200,Medium
CUST02731,Male,41,Divorced,72,Pune,Gold,130581,194496,14,27498,2,0,99,9,2,No,nan,1979856,Medium
CUST02732,Female,39,Married,65,Kolkata,Silver,54707,69342,49,3968,4,2,33,5,2,Yes,Poor Service,257920,Medium
CUST02733,Female,47,Divorced,23,Hyderabad,Silver,47696,77259,38,47142,3,1,18,4,2,Yes,Low Satisfaction,1084266,High
CUST02734,Female,45,Single,104,Pune,Platinum,276159,399136,47,13151,0,1,61,9,4,No,nan,1367704,Medium
CUST02735,Female,38,Single,101,Delhi,Platinum,158432,199157,38,20905,4,1,31,6,3,No,nan,2111405,Medium
CUST02736,Female,29,Single,60,Rural Areas,Gold,87708,119178,31,14982,1,0,49,2,1,No,nan,898920,Medium
CUST02737,Male,31,Single,10,Pune,Platinum,344825,584507,48,4909,5,0,85,8,5,Yes,High Fees,49090,Medium
CUST02738,Female,32,Married,63,Mumbai,Gold,187770,240553,3,1047,2,1,44,5,4,Yes,Poor Service,65961,Medium
CUST02739,Female,34,Single,2,Hyderabad,Platinum,35438,45005,43,38159,3,2,53,1,2,Yes,Poor Service,76318,High
CUST02740,Female,40,Married,36,Ahmedabad,Silver,691163,1351373,44,20407,3,0,81,4,3,No,nan,734652,Medium
CUST02741,Female,45,Single,118,Mumbai,Silver,73320,94290,31,23926,3,0,87,8,4,No,nan,2823268,Medium
CUST02742,Female,37,Married,57,Mumbai,Silver,61419,92180,3,42989,0,1,0,5,3,No,nan,2450373,Medium
CUST02743,Male,38,Married,66,Hyderabad,Silver,300707,392942,0,14936,3,1,65,8,1,Yes,Low Satisfaction,985776,Medium
CUST02744,Male,39,Married,79,Kolkata,Silver,45480,88750,32,16990,0,1,39,0,5,No,nan,1342210,Low
CUST02745,Male,32,Married,20,Bengaluru,Gold,552348,875432,6,29462,2,3,23,1,4,Yes,Technical Issues,589240,Medium
CUST02746,Female,28,Single,42,Rural Areas,Gold,551227,710473,8,38736,1,1,51,8,5,No,nan,1626912,Medium
CUST02747,Male,20,Divorced,21,Rural Areas,Gold,189721,344353,0,29788,0,1,1,8,4,No,nan,625548,Medium
CUST02748,Male,31,Married,94,Pune,Silver,65930,120297,15,22736,0,0,60,0,3,Yes,Low Satisfaction,2137184,Medium
CUST02749,Female,42,Married,120,Pune,Platinum,65206,125258,17,15423,3,1,26,4,2,No,nan,1850760,Medium
CUST02750,Female,30,Married,88,Pune,Gold,43679,77072,46,1750,2,2,65,5,3,No,nan,154000,Medium
CUST02751,Female,35,Divorced,66,Hyderabad,Silver,562364,699453,5,13764,2,1,86,4,2,No,nan,908424,Medium
CUST02752,Male,42,Married,38,Chennai,Gold,60833,99781,1,2111,4,2,32,9,2,No,nan,80218,Medium
CUST02753,Male,43,Married,86,Tier-2 Cities,Silver,51249,77244,8,8428,4,2,33,2,2,Yes,Technical Issues,724808,Medium
CUST02754,Female,27,Married,93,Tier-2 Cities,Silver,263305,473650,3,35058,5,1,61,5,3,No,nan,3260394,Medium
CUST02755,Female,47,Single,78,Pune,Platinum,31220,52223,44,1367,2,1,31,8,3,No,nan,106626,Medium
CUST02756,Male,49,Married,69,Pune,Silver,45514,81022,22,32189,2,1,2,9,5,No,nan,2221041,Medium
CUST02757,Male,26,Married,24,Ahmedabad,Silver,72028,96831,42,45713,2,0,54,3,4,No,nan,1097112,Medium
CUST02758,Female,29,Married,26,Kolkata,Platinum,494302,765998,44,33595,1,2,26,1,2,No,nan,873470,Medium
CUST02759,Female,49,Married,2,Tier-2 Cities,Gold,59362,91754,42,4316,0,0,75,2,1,Yes,Low Satisfaction,8632,High
CUST02760,Male,36,Single,46,Hyderabad,Silver,206028,408920,7,33126,1,1,7,6,1,No,nan,1523796,Medium
CUST02761,Female,18,Married,109,Pune,Silver,43178,52473,38,36416,3,1,19,0,2,No,nan,3969344,Medium
CUST02762,Male,24,Divorced,34,Pune,Silver,313782,581386,24,48338,2,2,51,6,4,No,nan,1643492,Medium
CUST02763,Male,35,Married,62,Tier-2 Cities,Gold,113300,144762,15,12073,0,0,16,9,3,Yes,Technical Issues,748526,Medium
CUST02764,Male,26,Single,87,Pune,Silver,66595,84196,34,43834,2,0,32,9,5,Yes,Technical Issues,3813558,Low
CUST02765,Male,33,Married,41,Bengaluru,Silver,118426,173202,16,19439,0,1,54,6,1,Yes,High Fees,796999,Medium
CUST02766,Female,38,Married,99,Hyderabad,Platinum,329201,579595,17,13657,0,0,74,9,4,No,nan,1352043,Low
CUST02767,Female,52,Married,15,Hyderabad,Gold,70602,123042,26,9822,3,0,72,9,3,No,nan,147330,Medium
CUST02768,Male,35,Married,55,Pune,Silver,469477,799192,14,2982,2,3,97,5,2,No,nan,164010,Medium
CUST02769,Male,48,Divorced,3,Hyderabad,Gold,157943,287399,16,36367,1,0,70,1,3,Yes,Better Offers Elsewhere,109101,High
CUST02770,Male,52,Married,76,Chennai,Gold,121144,167893,42,44780,6,1,15,0,3,Yes,Low Satisfaction,3403280,Medium
CUST02771,Male,52,Married,38,Hyderabad,Silver,259681,443295,4,14175,4,3,90,2,3,Yes,Poor Service,538650,Medium
CUST02772,Male,40,Single,51,Bengaluru,Silver,696311,1190991,15,30920,2,2,78,8,5,No,nan,1576920,Medium
CUST02773,Female,18,Single,17,Mumbai,Platinum,205694,354507,14,43016,2,0,63,9,1,No,nan,731272,High
CUST02774,Female,42,Single,102,Mumbai,Silver,31064,52049,41,12235,2,2,87,4,1,Yes,Low Satisfaction,1247970,Medium
CUST02775,Female,48,Divorced,91,Kolkata,Gold,330774,455548,45,14350,3,1,100,4,5,No,nan,1305850,Low
CUST02776,Female,37,Married,83,Ahmedabad,Silver,421338,813788,33,7232,2,2,39,9,4,No,nan,600256,Medium
CUST02777,Male,55,Married,49,Bengaluru,Silver,839481,1662847,47,41253,0,0,57,9,3,Yes,Low Satisfaction,2021397,Medium
CUST02778,Male,46,Married,112,Delhi,Silver,40276,70537,18,45968,6,0,82,3,2,No,nan,5148416,Medium
CUST02779,Male,43,Married,21,Ahmedabad,Silver,316974,492978,7,39322,1,0,22,3,5,No,nan,825762,Medium
CUST02780,Male,48,Married,104,Tier-2 Cities,Silver,109853,179033,46,34922,4,1,94,6,3,No,nan,3631888,Medium
CUST02781,Male,41,Single,88,Tier-2 Cities,Silver,196554,252905,9,33231,5,1,93,9,3,Yes,Low Satisfaction,2924328,Medium
CUST02782,Female,18,Married,24,Delhi,Platinum,549690,819432,4,11928,0,2,6,1,1,Yes,Technical Issues,286272,High
CUST02783,Male,33,Single,83,Ahmedabad,Platinum,121981,241633,47,11811,0,1,58,6,5,Yes,Technical Issues,980313,Low
CUST02784,Female,49,Single,95,Delhi,Gold,284511,466079,25,4233,0,0,58,3,2,Yes,Technical Issues,402135,Medium
CUST02785,Female,29,Single,40,Pune,Platinum,152678,251689,21,40079,1,0,2,5,5,Yes,Technical Issues,1603160,Medium
CUST02786,Female,35,Single,20,Ahmedabad,Silver,44218,86808,43,8842,1,1,29,0,2,Yes,Poor Service,176840,Medium
CUST02787,Female,27,Single,79,Mumbai,Platinum,137047,261634,22,10964,2,1,9,6,3,No,nan,866156,Medium
CUST02788,Male,55,Married,104,Ahmedabad,Silver,73635,121863,12,49014,3,1,97,2,2,Yes,Technical Issues,5097456,Medium
CUST02789,Female,54,Single,35,Bengaluru,Platinum,68444,96861,8,45811,2,3,12,8,3,Yes,High Fees,1603385,Medium
CUST02790,Female,29,Married,48,Mumbai,Platinum,43733,56570,48,10800,1,1,38,4,2,No,nan,518400,Medium
CUST02791,Female,39,Single,99,Pune,Gold,144488,273215,19,35063,0,0,76,5,1,Yes,Poor Service,3471237,Medium
CUST02792,Male,31,Single,33,Rural Areas,Platinum,113454,219655,27,49460,4,0,63,9,5,No,nan,1632180,Medium
CUST02793,Male,44,Married,104,Bengaluru,Gold,434410,693069,43,14208,2,1,24,5,1,Yes,Poor Service,1477632,Medium
CUST02794,Male,43,Divorced,56,Ahmedabad,Silver,86517,110364,36,28590,1,1,40,6,4,Yes,Poor Service,1601040,Medium
CUST02795,Female,46,Married,41,Tier-2 Cities,Silver,183849,309781,23,49651,0,1,97,2,5,Yes,Poor Service,2035691,Low
CUST02796,Female,41,Divorced,54,Delhi,Gold,39433,58911,43,41808,1,1,39,0,5,Yes,Technical Issues,2257632,Medium
CUST02797,Male,67,Married,44,Mumbai,Silver,476365,631797,32,16828,1,1,61,0,2,Yes,Better Offers Elsewhere,740432,Medium
CUST02798,Female,27,Married,82,Ahmedabad,Gold,21416,41446,19,27154,0,1,39,6,3,No,nan,2226628,Medium
CUST02799,Male,20,Married,81,Rural Areas,Platinum,1063990,1480605,47,6714,4,0,33,9,2,Yes,Technical Issues,543834,Medium
CUST02800,Male,34,Married,72,Hyderabad,Silver,118811,210168,29,39413,3,0,78,1,5,No,nan,2837736,Low
CUST02801,Female,22,Single,84,Rural Areas,Gold,67820,104680,43,28052,2,0,2,6,1,Yes,Low Satisfaction,2356368,Medium
CUST02802,Female,23,Married,11,Mumbai,Platinum,132716,247161,8,35877,4,2,51,7,3,No,nan,394647,High
CUST02803,Female,27,Single,94,Bengaluru,Platinum,52017,91584,44,26234,3,0,45,0,2,No,nan,2465996,Medium
CUST02804,Female,28,Married,91,Tier-2 Cities,Platinum,62600,81287,48,25221,3,0,85,4,1,No,nan,2295111,Medium
CUST02805,Male,28,Married,103,Tier-2 Cities,Gold,119601,186540,16,19110,0,2,97,9,2,No,nan,1968330,Medium
CUST02806,Male,43,Single,14,Hyderabad,Platinum,112018,157702,35,14122,1,2,68,1,5,No,nan,197708,Medium
CUST02807,Male,32,Single,42,Bengaluru,Gold,53974,95580,13,29375,4,1,40,2,2,Yes,Low Satisfaction,1233750,Medium
CUST02808,Male,36,Single,79,Ahmedabad,Silver,333384,545333,18,23726,1,1,85,4,1,Yes,Better Offers Elsewhere,1874354,Medium
CUST02809,Male,46,Divorced,12,Hyderabad,Silver,370535,545481,6,28177,0,0,59,9,1,Yes,High Fees,338124,High
CUST02810,Female,30,Single,84,Mumbai,Gold,92005,134655,2,10798,0,1,28,4,1,Yes,Better Offers Elsewhere,907032,Medium
CUST02811,Male,35,Single,17,Hyderabad,Silver,39218,50653,32,36348,2,1,7,1,2,Yes,High Fees,617916,High
CUST02812,Male,41,Married,104,Kolkata,Gold,54932,75314,43,34255,1,2,97,3,5,Yes,Low Satisfaction,3562520,Low
CUST02813,Male,18,Married,90,Ahmedabad,Gold,32333,57254,31,18244,0,1,3,6,4,Yes,Poor Service,1641960,Medium
CUST02814,Female,18,Single,78,Delhi,Silver,241322,407333,46,23934,1,2,24,5,4,No,nan,1866852,Medium
CUST02815,Female,41,Single,25,Pune,Gold,280709,416705,10,40814,2,0,49,2,4,No,nan,1020350,Medium
CUST02816,Female,42,Single,26,Hyderabad,Gold,88425,165256,41,48501,1,1,22,3,3,No,nan,1261026,Medium
CUST02817,Female,58,Single,47,Mumbai,Silver,69372,110130,1,2226,3,0,24,6,5,No,nan,104622,Medium
CUST02818,Male,39,Single,25,Ahmedabad,Silver,60170,110444,25,49417,2,1,97,0,5,No,nan,1235425,Medium
CUST02819,Male,46,Married,89,Hyderabad,Silver,349156,637190,3,14768,2,0,69,7,3,No,nan,1314352,Medium
CUST02820,Female,36,Married,60,Bengaluru,Silver,145056,272473,16,47245,3,1,97,7,4,No,nan,2834700,Medium
CUST02821,Female,40,Married,60,Kolkata,Platinum,601771,1131219,16,1407,2,1,20,2,4,No,nan,84420,Medium
CUST02822,Male,54,Married,27,Pune,Silver,676369,1179080,27,26259,2,1,93,5,3,No,nan,708993,Medium
CUST02823,Male,18,Single,43,Tier-2 Cities,Gold,506406,911297,29,14264,1,0,55,1,1,No,nan,613352,Medium
CUST02824,Female,42,Single,76,Chennai,Silver,62363,113595,39,24909,3,1,2,7,5,No,nan,1893084,Medium
CUST02825,Female,59,Married,20,Delhi,Silver,49339,65883,22,8890,2,0,78,7,4,No,nan,177800,Medium
CUST02826,Female,40,Single,63,Bengaluru,Platinum,56201,80940,45,30672,1,1,20,2,4,No,nan,1932336,Medium
CUST02827,Female,54,Married,80,Pune,Gold,1144050,1468264,23,35723,3,1,82,5,3,Yes,Technical Issues,2857840,Medium
CUST02828,Male,31,Married,25,Ahmedabad,Silver,129405,174890,28,38476,0,2,82,0,2,No,nan,961900,Medium
CUST02829,Male,37,Married,27,Kolkata,Silver,202674,369399,3,41042,0,0,48,3,5,Yes,Technical Issues,1108134,Medium
CUST02830,Male,38,Single,52,Bengaluru,Silver,967423,1893912,37,47824,0,1,45,8,5,No,nan,2486848,Medium
CUST02831,Female,18,Single,82,Mumbai,Silver,418015,726889,28,48696,3,1,97,6,5,No,nan,3993072,Low
CUST02832,Female,26,Married,10,Rural Areas,Gold,228421,436018,18,3865,1,0,77,3,1,No,nan,38650,High
CUST02833,Male,27,Married,115,Mumbai,Silver,58453,85012,26,26336,1,2,67,2,2,Yes,Better Offers Elsewhere,3028640,Medium
CUST02834,Male,46,Single,50,Delhi,Silver,58787,110321,28,29054,1,1,30,9,5,Yes,Better Offers Elsewhere,1452700,Medium
CUST02835,Male,46,Divorced,30,Kolkata,Silver,113475,166924,35,22163,1,1,45,7,1,Yes,Poor Service,664890,Medium
CUST02836,Male,41,Single,1,Bengaluru,Platinum,724916,1388455,34,6451,5,0,74,7,1,Yes,Low Satisfaction,6451,High
CUST02837,Female,46,Single,54,Pune,Platinum,1238499,2276901,5,15675,1,0,43,5,1,No,nan,846450,Medium
CUST02838,Male,36,Married,4,Delhi,Silver,17113,34001,22,11527,2,0,44,6,5,Yes,Poor Service,46108,High
CUST02839,Male,50,Married,87,Delhi,Gold,55472,103278,38,42773,0,4,74,1,5,No,nan,3721251,Medium
CUST02840,Male,38,Divorced,7,Bengaluru,Silver,251276,381579,45,10594,2,2,48,2,3,Yes,Poor Service,74158,High
CUST02841,Male,38,Married,30,Mumbai,Silver,104803,134992,43,23581,2,0,3,3,3,Yes,Low Satisfaction,707430,Medium
CUST02842,Male,35,Single,90,Delhi,Gold,54323,103182,47,12667,3,0,79,5,2,No,nan,1140030,Medium
CUST02843,Male,44,Married,65,Kolkata,Platinum,84898,140671,7,9269,3,2,56,1,3,Yes,Low Satisfaction,602485,Medium
CUST02844,Male,33,Single,29,Bengaluru,Platinum,487376,919441,1,23560,1,1,55,2,5,Yes,Better Offers Elsewhere,683240,Medium
CUST02845,Female,47,Married,25,Rural Areas,Gold,1049864,1584982,12,1520,0,1,37,7,3,No,nan,38000,Medium
CUST02846,Female,26,Married,40,Hyderabad,Silver,199522,244047,39,12345,2,2,5,2,2,No,nan,493800,Medium
CUST02847,Female,27,Single,26,Delhi,Gold,240812,299072,20,37112,2,2,81,9,5,No,nan,964912,Medium
CUST02848,Female,44,Married,17,Ahmedabad,Silver,16168,28074,30,36841,6,0,88,7,4,Yes,Better Offers Elsewhere,626297,Medium
